Name,Common_name,Taxon_id,Latitude,Longitude,Group
Cortinarius saginus,cloaked webcap,963646,48.4,-123.79,Macrofungi
Cortinarius saturninus,,411251,53.79,-77.62,Macrofungi
Cortinarius scaurotraganoides,,702655,49.5,-119.6,Macrofungi
Cortinarius solis-occasus,,978319,49.5,-119.6,Macrofungi
Cortinarius sordescens,,1510794,49.5,-119.6,Macrofungi
Cortinarius sordidemaculatus,,500067,49.5,-119.6,Macrofungi
Cortinarius splendidus,,1279548,49.5,-119.6,Macrofungi
Cortinarius squalidus,,1152313,49.5,-119.6,Macrofungi
Cortinarius squamosipes,,,45.07662,-64.49592,Macrofungi
Cortinarius squarrosus,,381973,46.966667,-80.069444,Macrofungi
Cortinarius stemmatus,,965999,48.5262,-123.4,Macrofungi
Cortinarius sterilis,,381974,47.016897,-80.04261,Macrofungi
Cortinarius subannulatus,,1428495,48.683333,-123.616667,Macrofungi
Cortinarius subaustralis,,,49.5,-119.6,Macrofungi
Cortinarius subfloccopus,,989352,49.5,-119.6,Macrofungi
Cortinarius sublanatus,,,46.28,-73.8,Macrofungi
Cortinarius submarginalis,,,45.698027,-78.369598,Macrofungi
Cortinarius subscaurus,,,52.466667,-131.45,Macrofungi
Cortinarius subtorvus,,,49.5,-119.6,Macrofungi
Cortinarius suillus,,989281,48.521944,-123.420556,Macrofungi
Cortinarius superbus,,500080,49.5,-119.6,Macrofungi
Cortinarius tabularis,,856493,49.5,-119.6,Macrofungi
Cortinarius tasmacamphoratus,,1081552,49.5,-119.6,Macrofungi
Cortinarius timiskamingensis,,1435229,49.5,-119.6,Macrofungi
Cortinarius triformis,,1021229,49.5,-119.6,Macrofungi
Cortinarius trossingenensis,,,51.6522,-128.1297,Macrofungi
Cortinarius tubarius,,774083,53.8,-77.63,Macrofungi
Cortinarius tumidipes,,,49.5,-119.6,Macrofungi
Cortinarius tuolumnensis,,1437720,49.5,-119.6,Macrofungi
Cortinarius turgidus,,874963,49.5,-119.6,Macrofungi
Cortinarius turibulosus,,,49.5,-119.6,Macrofungi
Cortinarius uraceus,,517792,45.76,-73.51,Macrofungi
Cortinarius variegatus,,542952,54.05,-131.833333,Macrofungi
Cortinarius velenovskyi,,,49.5,-119.6,Macrofungi
Cortinarius viridipes,,,50.066667,-125.416667,Macrofungi
Cortinarius zakii,,1021232,49.5,-119.6,Macrofungi
Cortinarius zinziberatus,,874967,49.1,-120.8,Macrofungi
Protoglossum niveum,,629107,49.5,-119.6,Macrofungi
Crepidotus albatus,,1470937,49.5,-119.6,Macrofungi
Crepidotus caspari,pale oysterling,527243,49.5,-119.6,Macrofungi
Crepidotus dorsalis,,1024822,43.104571,-79.280262,Macrofungi
Crepidotus fulvotomentosus,,1024823,49.5,-119.6,Macrofungi
Crepidotus haerens,,,49.5,-119.6,Macrofungi
Crepidotus hygrophanus,,,49.5,-119.6,Macrofungi
Crepidotus sepiarius,,,46.983122,-80.068102,Macrofungi
Crepidotus sinuosus,,,49.5,-119.6,Macrofungi
Crepidotus stratosus,,1181163,49.5,-119.6,Macrofungi
Crepidotus submollis,,,49.5,-119.6,Macrofungi
Crepidotus sububer,,,53.537778,-113.342778,Macrofungi
Crepidotus subverrucisporus,,874969,49.5,-119.6,Macrofungi
Pleuroflammula flammea,,1266402,49.5,-119.6,Macrofungi
Pleuroflammula ragazziana,,1215616,49.5,-119.6,Macrofungi
Simocybe americana,,,49.5,-119.6,Macrofungi
Simocybe reducta,,1016642,49.5,-119.6,Macrofungi
