sequence,taxon_id,Name,Common name,Latitude,Longitude,type locality
1228,539487,Cnemaspis stongensis,Gunung Stong Round-eyed Gecko,5.341083,101.966683,"Type locality: 10 m from Kem Baha, Gunung Stong, Kelantan, Peninsular Malaysia (5°20.465 N, 101°58.001 E) at 461 m elevation"
1229,539488,Cnemaspis sundagekko,Anambas Round-eyed Gecko,3.1502,106.2347,"Type locality: Pulau Siantan, Anambas Archipelago, Riau Province, Indonesia (03°09.01 N, 106°14.03 E). Elevation unkown but less than 400 m, the maximum height of the island"
773,558859,Cnemaspis tapanuli,Cnemaspis tapanuli,3.5167,98.1333,"Type locality: Bohorok, Bukit Lawang Forest, Tapanuli Utara, North Sumatra, Indonesia, 85– 413 m elevation (3°31’N, 98°08’E) "
1233,539490,Cnemaspis temiah,Temiah Round-eyed Gecko,3.15017,106.2345,"Type locality: trail 11, Tanah Rata, Cameron Highlands, Pahang, Peninsular Malaysia (03°09.01 N, 106°14.03 E) at approximately 1600 m in elevation"
1272,1031606,Cnemaspis thayawthadangyi,Cnemaspis thayawthadangyi,12.30849,98.0043,"Type locality: Za Let Aw (Escape Bay), southeast side of Linn Lune Kyun, Thayawthadangyi Kyun Group, Myeik Archipelago, Tanintharyi Region, Myanmar (12.30849°N, 98.0043°E; 80 m elevation)."
1642,1129163,Cnemaspis tubaensis,Cnemaspis tubaensis,6.245914,99.848527,"Type locality: along the trail to Gua Wang Buluh cave, Tuba Island, Langkawi Archipelago, Kedah, Peninsular Malaysia (approximately 6°14’45.19”N 99°50’54.69”E; 58 m elevation)"
1678,1250240,Cnemaspis uttaraghati,Cnemaspis uttaraghati,19.392,73.779,"Type locality: Kedareshwar caves on Harishchandragad mountain in Kalsubai-Harishchandragad Wildlife Sanctuary, (19.392° N, 73.779° E; ca. 1200 m asl), Ahmednagar district, Maharashtra state, India."
1524,1304810,Cnemaspis wallaceii,Wallace's Round-eyed Gecko,10.394,76.992,"Type locality: Andiparai Shola, Anamalai Hills (10.394°N, 76.992°E; 1307 m asl)"
1231,98076,Cnemaspis whittenorum,Siberut Round-eyed Gecko,-1.35,98.9833,"Type locality: Pulau Siberut (01° 21’S; 98° 59’ E), Mentawai Archipelago, Sumatera Barat Propinsi, Republic of Indonesia."
1234,98077,Cnemaspis wicksi,Preparis Island Round-eyed Gecko,10.39,92.7697,"Type locality: “Preparis Island” (Andamans Archipelago, Bay of Bengal) [lectotype]."
163,98080,Cnemidophorus flavissimus,Los Frailes Whiptail,11.20833,-63.75,"Type locality: Archipiélago Los Frailes (11° 12’ 30’’ N, 63° 45’ 0’’ W), Dependencias Federales, Venezuela, elevation 0–20 m."
384,98084,Cnemidophorus leucopsammus,Blanquilla Whiptail,11.817,-64.6,"Type locality: Playa La Falucha, Isla La Blanquilla (11° 49’ N, 64° 36’ W), Dependencias Federales, Venezuela."
2406,38708,Cnemidophorus pseudolemniscatus,Colee's Racerunner,5.65,-54.1833,"Type locality: Surinam: Marowijne: Albina, on the Marowijne River"
2129,37192,Coggeria naufragus,Satinay Sand Skink,-25.47833,153.05583,"Type locality: E of Central Stn workshop (25°28' 42""S, 153°03'21 ""E)."
1810,33395,Coleonyx gypsicolus,San Marcos Banded Gecko,27.211934,-112.073827,"Type locality: “Arroyo de la Taneria, Isla San Marcos, Baja California Sur, Mexico.”"
2812,34745,Colobosauroides carvalhoi,Colobosauroides carvalhoi,-12.15,-44.9833,"Type locality: Brasil, Bahia, Municipio de Barreiras (12° 09’ S, 44° 59’ W)"
2325,68441,Compsophis fatsibe,Mahajanga Big-headed Snake,-14.777,49.4433,"Type locality: western slope of Anjanaharibe-Sud Massif, Valley of Analabe River, 14°46.62’S, 49°26.60’E, 1050 m elevation, Befandriana Fivondronana, Mahajanga Faritany
(Majunga Province), Madagascar."
992,30075,Compsophis vinckei,Andasibe Big-headed Snake,-18.9333,48.3833,Type locality: Station de pisciculture de Périnet (Analamazaotra).
2852,1403144,Comptus badius,Navassa Galliwasp,18.4345,-75.0073,Type locality: Navassa Island
2853,1403143,Comptus maculatus,Cayman Galliwasp,19.719097,-79.794998,Type locality: Cayman Brac
2869,146038,Congolacerta asukului,Congolacerta asukului,-2.9942,28.876,"Type locality: footpath south of Rurambo village, Itombwe Plateau, South Kivu Province (SKP), DRC (2°59′39′′S, 28°52′34′′E, 2876 m elevation."
2259,26984,Coniophanes joanae,Joan's Snake,7.31,-77.49,"Type locality: southeastern slope of Cerro Pirre (also called ""Mount Pirri"" and ""Cerro Cana""), Serrania de Pirre, 1440 m elevation, Darien, Panama."
2966,26942,Conopsis amphisticha,Twin-spotted Tolucan Ground Snake,17.875289,-97.399325,"Type locality: Xuimygopk, between Ayutla and Cacalotepec, Oaxaca."
891,146042,Copeoglossum margaritae,Margarita Island Mabuya,11.05,-63.85,"Type locality: 3 km NE La Asuncion, Margarita Island, Nueva Esparta, Venezuela (11° 03' N, 63° 51' W, 410 m)"
214,200205,Cophoscincopus senegalensis,Senegal Earless Skink,12.35,-12.3167,"Type locality: “dans le ruisseau de Dindéfelo (12° 21’ N, 12° 19’ W) au Sénégal”."
2172,33033,Cordylus angolensis,Angolan Girdled Lizard,-14.7978,12.7756,"Type locality: Caconda, Huila District, Angola."
2173,144063,Cordylus marunguensis,Marungu Girdled Lizard,-7.71892,29.76456,"Type locality: Pepa, Marungu Mountains, Katanga Province, DRC (07°43’08.1’’S, 29°45’52.4’’E, ca. 2000 m elevation)."
241,98431,Cordylus meculae,Mecula Girdled Lizard,-12.0531,37.6469,"Type locality: summit rock outcrops of Serra Mecula, Niassa Game Reserve, Niassa Province, northern Mozambique (12° 03' 11"" S, 37° 38' 49"" E; 1029 m elevation)"
513,1499859,Cordylus momboloensis,Cordylus momboloensis,-12.1789,15.0292,"Type locality: Sandula (Mombolo), Cuanza Sul Province, Angola (–12.1789°, 15.0292°; 1975 m a.s.l.)"
1204,1031607,Cordylus phonolithos,N'Dolondolo Girdled Lizard,-13.80678,13.13507,"Type locality: within a crevice in a granite boulder in the vicinity of N’Dolondolo (Figs. 2, 9 in Marques et al. 2019), Namibe Province, Angola [-13.80678°N, 13.13507°E, 752 m elevation."
